problem2
*********** generating gradients please wait ***********


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4640  1.1331722e-01 9.46e-02 3.09e-01  -5.1 4.26e-01    -  4.40e-01 2.40e-01h  3
4641  1.1726579e-01 8.52e-02 2.79e-01  -5.1 8.79e-01    -  1.00e+00 9.88e-02h  3
4642  1.1852771e-01 7.24e-02 2.12e-01  -5.1 3.09e+00    -  1.64e-01 1.46e-01h  1
4643  9.7103200e-02 5.35e-01 2.57e-01  -5.1 1.43e+01    -  1.11e-01 5.02e-01H  1
4644  8.4318651e-02 3.10e-01 7.04e-01  -5.1 4.09e+00    -  2.13e-01 5.82e-01h  1
4645  1.1216167e-01 1.84e-01 8.71e-02  -5.1 1.69e+00    -  8.88e-01 1.00e+00h  1
4646  1.1730491e-01 9.63e-02 4.93e-02  -5.1 9.34e-01    -  2.42e-01 5.00e-01h  2
4647  1.2287576e-01 8.41e-03 1.57e-01  -5.1 5.49e-01    -  5.00e-01 1.00e+00h  1
4648  1.2186553e-01 7.12e-03 6.22e-02  -5.1 2.58e-01    -  1.00e+00 1.00e+00h  1
4649  1.2310880e-01 2.32e-03 5.10e-02  -5.1 1.48e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4650  1.2289829e-01 9.84e-03 1.41e-01  -5.1 3.19e+01    -  2.42e-02 8.27e-03h  6
4651  1.2279846e-01 1.13e-02 1.70e-01  -5.1 9.17e+00    -  1.46e-01 1.39e-02h  7
4652  1.2267479e-01 1.29e-02 2.09e-01  -5.1 2.23e+01    -  4.42e-02 5.64e-03h  7
4653  1.2261508e-01 1.32e-02 2.20e-01  -5.1 5.33e+00    -  1.00e+00 1.56e-02h  7
4654  1.2259553e-01 1.32e-02 2.27e-01  -5.1 4.81e+00    -  1.56e-01 3.91e-03h  9
4655  1.1577162e-01 4.32e+00 2.95e+00  -5.1 3.19e+01    -  3.02e-02 2.46e-01h  1
4656  1.1017421e-01 4.13e+00 2.41e+00  -5.1 3.64e+01    -  1.44e-01 4.25e-02h  1
4657  1.0268699e-01 3.12e+00 1.26e+00  -5.1 3.26e+00    -  1.00e+00 2.41e-01h  1
4658  1.0419980e-01 1.36e-01 4.31e-01  -5.1 1.30e+00    -  1.00e+00 1.00e+00h  1
4659  1.1794779e-01 1.00e-01 4.77e-01  -5.1 1.26e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4660  1.2628110e-01 3.31e-03 1.02e-01  -5.1 1.43e+00    -  2.72e-01 1.00e+00H  1
4661  1.2461134e-01 1.92e-03 2.43e-01  -5.1 1.10e+00    -  2.16e-01 1.00e+00H  1
4662  1.2385763e-01 4.40e-03 2.86e-01  -5.1 5.00e+00    -  2.13e-01 4.90e-02h  5
4663  1.2093137e-01 5.78e-02 3.26e-01  -5.1 2.10e+00    -  1.00e+00 1.00e+00H  1
4664  1.2185910e-01 1.88e-02 1.49e-01  -5.1 1.40e+00    -  1.00e+00 1.00e+00H  1
4665  1.1799453e-01 1.24e-01 6.16e-01  -5.1 1.94e+00    -  1.00e+00 1.00e+00h  1
4666  1.1769906e-01 1.17e-01 1.85e-01  -5.1 3.51e+00    -  1.00e+00 4.24e-01H  1
4667  1.0625487e-01 1.25e-01 2.54e+01  -5.1 1.90e+00    -  8.67e-04 1.00e+00h  1
4668  9.5335757e-02 8.59e-02 3.97e-02  -5.1 1.57e+00    -  5.15e-01 1.00e+00h  1
4669  1.1889132e-01 8.13e-03 1.42e-01  -4.9 7.03e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4670  1.1999379e-01 5.95e-03 2.44e-02  -4.9 4.42e-01    -  1.00e+00 1.00e+00h  1
4671  1.2050216e-01 3.75e-04 7.98e-03  -4.9 1.38e-01    -  1.00e+00 1.00e+00h  1
4672  1.2050878e-01 3.67e-03 2.80e-02  -4.9 2.83e-01    -  1.00e+00 1.00e+00h  1
4673  1.2048500e-01 8.41e-04 5.52e-02  -4.9 2.01e-01    -  1.00e+00 1.00e+00h  1
4674  1.2047926e-01 1.42e-03 3.02e-02  -4.9 1.50e-01    -  1.00e+00 1.00e+00h  1
4675  1.2047776e-01 3.05e-03 3.08e-02  -4.9 3.60e-01    -  1.00e+00 1.00e+00h  1
4676  1.2003542e-01 3.64e-03 1.14e-02  -4.9 3.16e-01    -  1.00e+00 1.00e+00h  1
4677  1.2047443e-01 3.66e-04 9.62e-03  -6.3 1.49e-01    -  1.00e+00 1.00e+00h  1
4678  1.2048333e-01 4.49e-05 6.77e-02  -6.3 3.58e-02    -  1.00e+00 1.00e+00H  1
4679  1.2047483e-01 3.37e-04 1.01e-01  -6.3 2.94e-01    -  1.00e+00 3.50e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4680  1.2047514e-01 2.57e-04 2.95e-02  -6.3 9.22e-02    -  1.00e+00 1.00e+00h  1
4681  1.2046778e-01 6.48e-04 6.62e-03  -6.3 1.18e-01    -  1.00e+00 1.00e+00h  1
4682  1.2047912e-01 1.84e-05 8.77e-03  -6.3 9.89e-03    -  1.00e+00 1.00e+00h  1
4683  1.2047925e-01 1.20e-05 2.80e-03  -6.3 1.54e-02    -  1.00e+00 1.00e+00h  1
4684  1.2047810e-01 1.26e-05 3.25e-03  -6.3 1.87e-02    -  1.00e+00 1.00e+00h  1
4685  1.2047933e-01 1.10e-07 7.79e-04  -6.3 1.63e-03    -  1.00e+00 1.00e+00h  1
4686  1.2047993e-01 7.27e-10 5.79e-03  -6.3 1.30e-02    -  1.00e+00 1.00e+00H  1
4687  1.2047881e-01 2.63e-06 7.12e-04  -6.3 1.01e-02    -  1.00e+00 1.00e+00h  1
4688  1.2047936e-01 1.10e-08 3.79e-04  -6.3 5.04e-04    -  1.00e+00 1.00e+00h  1
4689  1.2047955e-01 1.16e-09 6.33e-03  -6.3 2.73e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4690  1.2047938e-01 1.14e-07 8.77e-04  -6.3 2.01e-02    -  1.00e+00 1.00e+00H  1
4691  1.2047947e-01 6.07e-11 6.43e-03  -6.3 6.89e-03    -  1.00e+00 1.00e+00H  1
4692  1.2047921e-01 1.99e-06 2.21e-03  -6.3 6.83e-03    -  1.00e+00 1.00e+00h  1
4693  1.2047939e-01 6.81e-09 2.94e-03  -6.3 1.02e-02    -  1.00e+00 1.00e+00H  1
4694  1.2047935e-01 2.96e-07 4.04e-04  -6.3 1.93e-03    -  1.00e+00 1.00e+00h  1
4695  1.2047938e-01 5.60e-11 4.22e-03  -6.3 1.35e-02    -  1.00e+00 1.00e+00H  1
4696  1.2047941e-01 1.49e-10 2.87e-03  -6.3 1.37e-02    -  1.00e+00 1.00e+00H  1
4697  1.2047994e-01 3.04e-12 1.90e-03  -6.3 3.82e-02    -  1.00e+00 1.00e+00H  1
4698  1.2047937e-01 5.09e-08 1.20e-03  -6.3 4.32e-02    -  1.00e+00 1.00e+00H  1
4699  1.2048097e-01 8.43e-14 3.81e-03  -6.3 1.49e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4700  1.2047781e-01 9.35e-06 2.24e-04  -6.3 1.37e-02    -  1.00e+00 1.00e+00f  1
4701  1.2047937e-01 6.12e-10 1.02e-04  -6.3 1.39e-04    -  1.00e+00 1.00e+00h  1
4702  1.2047937e-01 1.12e-07 7.92e-05  -6.3 1.78e-03    -  1.00e+00 1.00e+00h  1
4703  1.2047937e-01 3.36e-08 8.67e-05  -6.3 9.55e-04    -  1.00e+00 1.00e+00h  1
4704  1.2047937e-01 1.27e-09 5.68e-05  -6.3 2.72e-04    -  1.00e+00 1.00e+00h  1
4705  1.2047937e-01 1.02e-06 8.66e-05  -6.3 7.03e-03    -  1.00e+00 1.00e+00h  1
4706  1.2047936e-01 4.98e-09 5.19e-04  -6.3 1.08e-02    -  1.00e+00 1.00e+00H  1
4707  1.2047941e-01 8.50e-12 2.64e-04  -6.3 6.05e-03    -  1.00e+00 1.00e+00H  1
4708  1.2047932e-01 7.38e-07 1.27e-03  -6.3 3.94e-03    -  1.00e+00 1.00e+00h  1
4709  1.2047936e-01 2.83e-09 6.44e-04  -6.3 6.04e-03    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4710  1.2047991e-01 5.30e-13 1.21e-03  -6.3 1.30e-02    -  1.00e+00 1.00e+00H  1
4711  1.2047937e-01 1.84e-08 2.34e-04  -6.3 1.45e-02    -  1.00e+00 1.00e+00H  1
4712  1.2047936e-01 3.29e-08 5.90e-05  -6.3 5.27e-03    -  1.00e+00 1.00e+00h  1
4713  1.2047936e-01 5.71e-07 1.61e-04  -6.3 1.42e+00    -  1.00e+00 1.56e-02h  7
4714  1.2047957e-01 1.46e-06 5.86e-03  -6.3 1.30e+00    -  1.00e+00 1.00e+00H  1
4715  1.2047956e-01 1.48e-06 7.37e-03  -6.3 2.07e+00    -  1.00e+00 7.81e-03h  8
4716  1.2047954e-01 1.82e-06 7.62e-03  -6.3 1.26e+00    -  1.00e+00 3.12e-02h  6
4717  1.2044753e-01 8.42e-02 8.84e-02  -6.3 1.66e+00    -  1.00e+00 1.00e+00h  1
4718  1.2026732e-01 2.47e-02 1.95e-01  -6.3 1.68e+00    -  5.80e-01 6.94e-01h  1
4719  1.1712017e-01 5.49e-01 1.92e-01  -6.3 7.48e+01    -  4.15e-02 6.54e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4720  9.7873486e-02 4.85e-01 3.57e-01  -6.3 4.80e+00    -  2.96e-02 1.00e+00h  1
4721  9.4847050e-02 5.58e-01 1.05e+00  -6.3 3.06e+02    -  2.05e-02 1.82e-02h  1
4722  9.3744507e-02 6.16e-01 1.78e+00  -6.3 1.15e+02    -  1.79e-07 1.84e-02f  1
4723  9.3236858e-02 5.87e-01 1.75e+00  -6.3 1.08e+01    -  2.63e-01 4.97e-02h  1
4724  9.4086398e-02 5.51e-01 1.66e+00  -6.3 5.83e+00    -  2.30e-04 6.20e-02h  1
4725  9.4799877e-02 5.29e-01 1.50e+00  -6.3 1.13e+01    -  3.69e-02 5.44e-02h  1
4726  1.0764880e-01 2.72e-01 2.37e+01  -6.3 4.20e+00    -  8.79e-07 4.51e-01h  1
4727  1.0778804e-01 2.70e-01 2.35e+01  -6.3 1.16e+00    -  1.00e+00 7.98e-03h  1
4728  1.0695415e-01 2.68e-01 2.32e+01  -6.3 6.53e+00    -  1.41e-01 1.16e-02h  1
4729  1.1593865e-01 1.35e-01 2.06e+01  -6.3 1.91e-01    -  6.73e-05 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4730  1.1636050e-01 1.28e-01 1.95e+01  -6.3 1.98e-01    -  9.98e-01 5.00e-02h  1
4731  1.1884988e-01 6.21e-02 1.06e+03  -6.3 1.79e+00    -  1.92e-05 5.00e-01h  2
4732  1.1946116e-01 5.96e-02 5.20e+02  -6.3 1.56e+00    -  4.07e-01 5.09e-01h  1
4733  1.1999625e-01 4.45e-02 3.90e+02  -6.3 7.76e-01    -  5.16e-02 2.50e-01h  3
4734  1.1994742e-01 5.38e-02 3.66e+02  -6.3 3.61e+00    -  3.45e-01 6.14e-02H  1
4735  1.2032726e-01 4.14e-02 2.36e+02  -6.3 1.39e+00    -  1.60e-04 3.56e-01h  2
4736  1.2016145e-01 4.80e-02 1.18e+02  -6.3 2.34e+00    -  1.24e-01 5.00e-01h  2
4737  1.1904896e-01 6.86e-02 7.88e+01  -6.3 5.64e+00    -  4.27e-02 3.32e-01h  2
4738  1.1861900e-01 1.12e-01 6.47e+01  -6.3 5.90e+00    -  1.00e+00 1.79e-01h  3
4739  1.1753688e-01 5.79e-02 9.49e-02  -6.3 8.69e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4740  1.1743152e-01 6.69e-02 3.52e-02  -6.3 2.51e+00    -  1.00e+00 5.00e-01h  2
4741  1.1972788e-01 2.90e-02 8.93e-02  -6.3 6.57e-01    -  1.00e+00 1.00e+00h  1
4742  1.1976263e-01 1.88e-02 7.41e-02  -6.3 4.85e-01    -  2.52e-01 1.00e+00h  1
4743  1.1981007e-01 1.61e-02 3.72e-02  -6.3 7.10e-01    -  1.00e+00 1.51e-01h  1
4744  1.2045312e-01 2.61e-04 5.57e+02  -6.3 1.22e-01    -  3.88e-06 1.00e+00h  1
4745  1.2046426e-01 1.39e-04 2.78e+02  -6.3 1.03e-01    -  8.84e-01 5.00e-01h  2
4746  1.2046686e-01 1.19e-04 2.09e+02  -6.3 1.49e-01    -  1.00e+00 2.50e-01h  3
4747  1.2046982e-01 8.90e-05 1.57e+02  -6.3 2.93e-02    -  1.00e+00 2.50e-01h  3
4748  1.2047122e-01 6.95e-05 1.17e+02  -6.3 1.86e-01    -  4.84e-01 2.50e-01h  3
4749  1.2047164e-01 6.58e-05 1.10e+02  -6.3 6.85e-02    -  8.09e-01 6.25e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4750  1.2047179e-01 6.21e-05 1.03e+02  -6.3 1.61e-01    -  3.94e-01 6.25e-02h  5
4751  1.2047201e-01 6.01e-05 1.00e+02  -6.3 5.68e-02    -  1.00e+00 3.12e-02h  6
4752  1.2047211e-01 5.92e-05 9.84e+01  -6.3 3.16e-02    -  8.41e-01 1.56e-02h  7
4753  1.2047220e-01 5.84e-05 9.69e+01  -6.3 1.49e-01    -  5.16e-01 1.56e-02h  7
4754  1.2047962e-01 4.50e-05 3.32e-02  -6.3 5.52e-02    -  8.87e-01 1.00e+00H  1
4755  1.2057754e-01 4.25e-05 4.87e-02  -6.3 4.61e-01    -  1.00e+00 1.00e+00H  1
4756  1.2038196e-01 5.42e-03 2.50e-02  -6.3 4.46e-01    -  1.00e+00 1.00e+00h  1
4757  1.2043000e-01 2.78e-03 3.40e-02  -6.3 1.21e-01    -  1.00e+00 5.00e-01h  2
4758  1.2045326e-01 1.45e-03 4.23e-02  -6.3 7.60e-02    -  1.00e+00 5.00e-01h  2
4759  1.2046569e-01 7.45e-04 4.31e-03  -6.3 5.84e-02    -  1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4760  1.2047709e-01 5.62e-05 2.37e-02  -6.3 3.28e-02    -  1.00e+00 1.00e+00h  1
4761  1.2047555e-01 4.70e-05 2.89e-03  -6.3 4.26e-02    -  1.00e+00 1.00e+00h  1
4762  1.2047944e-01 8.59e-06 5.29e-03  -6.3 5.68e-03    -  1.00e+00 1.00e+00h  1
4763  1.2047935e-01 5.21e-06 2.01e-03  -6.3 2.55e-02    -  1.00e+00 1.00e+00h  1
4764  1.2048100e-01 5.56e-06 1.17e-02  -6.3 7.70e-02    -  1.00e+00 1.00e+00H  1
4765  1.2048111e-01 1.64e-07 2.28e-02  -6.3 5.02e-02    -  1.00e+00 1.00e+00H  1
4766  1.2048715e-01 3.51e-08 5.75e-02  -6.3 2.30e-01    -  6.67e-01 1.00e+00H  1
4767  1.2048701e-01 1.03e-07 5.68e-02  -6.3 1.73e-01    -  1.00e+00 7.81e-03h  8
4768  1.2048691e-01 2.11e-07 5.67e-02  -6.3 5.36e-01    -  1.00e+00 3.91e-03h  9
4769  1.2048681e-01 2.73e-07 5.63e-02  -6.3 5.14e-01    -  1.00e+00 2.40e-03h  9
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4770  1.2048670e-01 3.23e-07 5.64e-02  -6.3 2.32e-01    -  1.00e+00 3.91e-03h  9
4771  1.2048658e-01 3.66e-07 5.59e-02  -6.3 4.68e-01    -  1.00e+00 3.91e-03h  9
4772  1.2046691e-01 2.45e-03 6.71e-02  -6.3 2.27e-01    -  1.00e+00 1.00e+00h  1
4773  1.2044584e-01 2.81e-03 6.75e-02  -6.3 6.37e-01    -  6.39e-01 3.05e-01h  1
4774  1.2047379e-01 1.33e-03 4.03e-02  -6.3 1.71e-01    -  4.98e-01 1.00e+00h  1
4775  1.2047249e-01 1.33e-03 5.57e-02  -6.3 4.38e-01    -  1.00e+00 2.50e-01h  3
4776  1.2047061e-01 2.72e-04 5.44e-02  -6.3 6.19e-02    -  1.00e+00 1.00e+00h  1
4777  1.2048140e-01 7.72e-05 6.30e-02  -6.3 6.18e-02    -  1.00e+00 1.00e+00H  1
4778  1.2047873e-01 1.15e-04 2.93e-02  -6.3 2.10e-01    -  6.79e-01 2.50e-01h  3
4779  1.2047867e-01 1.85e-04 8.37e-03  -6.3 5.13e-01    -  3.66e-01 6.25e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4780  1.2047685e-01 1.38e-04 3.84e-02  -6.3 8.19e-02    -  1.00e+00 1.00e+00h  1
4781  1.2047436e-01 2.61e-04 4.83e-03  -6.3 7.78e-02    -  1.00e+00 1.00e+00h  1
4782  1.2047923e-01 3.71e-05 8.17e-03  -6.3 2.78e-02    -  1.00e+00 1.00e+00h  1
4783  1.2047892e-01 6.68e-05 3.35e-02  -6.3 5.57e-02    -  1.00e+00 1.00e+00h  1
4784  1.2047823e-01 1.39e-04 1.17e-02  -6.3 1.44e-01    -  1.00e+00 1.99e-01h  3
4785  1.2047426e-01 2.24e-04 1.40e-02  -6.3 4.20e-01    -  7.14e-01 2.40e-01h  3
4786  1.2047384e-01 2.23e-04 2.18e-02  -6.3 1.87e-01    -  1.00e+00 1.25e-01h  4
4787  1.2046245e-01 6.32e-04 1.44e-02  -6.3 2.41e-01    -  1.00e+00 1.00e+00h  1
4788  1.2045608e-01 6.88e-04 3.60e-02  -6.3 2.79e-01    -  1.00e+00 3.09e-01h  2
4789  1.2040861e-01 1.43e-03 5.20e-02  -6.3 6.49e-01    -  1.00e+00 5.49e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4790  1.2041603e-01 4.13e-03 2.60e-02  -6.3 3.10e-01    -  4.45e-01 1.00e+00f  1
4791  1.2042220e-01 2.99e-03 4.64e-03  -6.3 3.29e-01    -  1.00e+00 5.00e-01h  2
4792  1.2043710e-01 1.42e-03 3.56e-02  -6.3 2.86e-01    -  1.00e+00 5.00e-01h  2
4793  1.2044551e-01 1.41e-03 3.85e-02  -6.3 3.03e-01    -  1.00e+00 2.50e-01h  3
4794  1.2048201e-01 3.91e-05 8.53e-02  -6.3 1.48e-01    -  1.00e+00 1.00e+00H  1
4795  1.2048174e-01 4.07e-05 8.22e-02  -6.3 8.01e-01    -  1.00e+00 1.38e-02h  7
4796  1.2047984e-01 4.89e-05 1.85e-02  -6.3 1.42e-01    -  1.00e+00 1.00e+00H  1
4797  1.2047895e-01 5.92e-05 5.89e-03  -6.3 7.98e-02    -  9.21e-01 2.50e-01h  3
4798  1.2047683e-01 1.80e-04 5.01e-03  -6.3 7.53e-02    -  1.00e+00 1.00e+00h  1
4799  1.2048516e-01 8.50e-06 1.58e-02  -6.3 8.91e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4800  1.2047312e-01 8.34e-05 1.58e-02  -6.3 7.73e-02    -  1.00e+00 1.00e+00h  1
4801  1.2047195e-01 1.54e-04 3.81e-03  -6.3 2.10e-01    -  1.00e+00 2.50e-01h  3
4802  1.2048202e-01 1.52e-05 3.71e-02  -6.3 4.92e-02    -  1.00e+00 1.00e+00H  1
4803  1.2048007e-01 9.51e-06 6.30e-03  -6.3 4.88e-02    -  1.00e+00 1.00e+00H  1
4804  1.2047929e-01 2.95e-05 6.87e-03  -6.3 4.85e-01    -  1.00e+00 5.99e-02h  5
4805  1.2049922e-01 5.40e-08 2.12e-02  -6.3 1.85e-01    -  1.00e+00 1.00e+00H  1
4806  1.2045829e-01 1.63e-03 1.01e-02  -6.3 2.20e-01    -  1.00e+00 1.00e+00h  1
4807  1.2048699e-01 1.20e-06 1.27e-02  -6.3 1.51e-01    -  1.00e+00 1.00e+00H  1
4808  1.2048550e-01 3.62e-06 1.18e-02  -6.3 6.34e-02    -  1.00e+00 6.25e-02h  5
4809  1.2047937e-01 6.87e-06 1.92e-03  -6.3 1.16e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4810  1.2048298e-01 4.95e-08 2.69e-02  -6.3 6.38e-02    -  1.00e+00 1.00e+00H  1
4811  1.2047936e-01 4.09e-06 5.16e-04  -6.3 5.61e-02    -  1.00e+00 1.00e+00H  1
4812  1.2047937e-01 2.21e-06 3.01e-03  -6.3 7.28e-03    -  1.00e+00 1.00e+00h  1
4813  1.2047930e-01 1.06e-04 2.91e-03  -6.3 5.35e-02    -  1.00e+00 1.00e+00h  1
4814  1.2047776e-01 1.27e-04 1.79e-03  -6.3 5.99e-02    -  1.00e+00 1.00e+00h  1
4815  1.2047937e-01 2.30e-06 2.64e-03  -6.3 7.51e-03    -  1.00e+00 1.00e+00h  1
4816  1.2047921e-01 2.88e-06 2.00e-03  -6.3 4.82e-03    -  1.00e+00 1.00e+00h  1
4817  1.2047936e-01 4.57e-07 4.82e-04  -6.3 3.17e-03    -  1.00e+00 1.00e+00h  1
4818  1.2047938e-01 1.59e-06 8.06e-04  -6.3 1.67e-02    -  1.00e+00 1.00e+00h  1
4819  1.2048370e-01 1.76e-08 2.65e-03  -6.3 4.99e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4820  1.2048363e-01 1.06e-07 2.54e-03  -6.3 7.31e-01    -  1.00e+00 7.81e-03h  8
4821  1.2048358e-01 2.94e-07 2.49e-03  -6.3 1.23e+00    -  1.00e+00 1.95e-03h 10
4822  1.2046991e-01 2.19e-04 1.35e-02  -6.3 1.15e-01    -  1.00e+00 1.00e+00h  1
4823  1.2046775e-01 2.53e-04 1.12e-02  -6.3 1.80e+00    -  5.73e-01 2.50e-01h  3
4824  1.2046087e-01 3.89e-04 1.53e-02  -6.3 7.54e-01    -  1.00e+00 1.56e-01h  3
4825  1.2046124e-01 3.72e-04 3.68e-02  -6.3 8.07e-01    -  1.00e+00 1.25e-01h  4
4826  1.2048071e-01 4.35e-07 2.58e-02  -6.3 5.04e-01    -  1.00e+00 1.00e+00H  1
4827  1.2048067e-01 4.19e-07 2.61e-02  -6.3 1.01e+00    -  7.85e-01 9.77e-04h 11
4828  1.2048064e-01 4.08e-07 2.59e-02  -6.3 5.12e-01    -  1.00e+00 7.81e-03h  8
4829  1.2048059e-01 3.91e-07 2.59e-02  -6.3 2.92e+00    -  3.37e-01 3.28e-04h 12
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4830  1.2048058e-01 3.87e-07 2.56e-02  -6.3 4.37e-01    -  1.00e+00 3.91e-03h  9
4831  1.2046075e-01 3.31e-03 2.14e-02  -6.3 9.39e-01    -  8.07e-01 1.00e+00h  1
4832  1.2042956e-01 3.33e-03 7.00e-02  -6.3 1.65e+00    -  1.00e+00 4.08e-01h  1
4833  1.2002579e-01 2.47e-01 7.05e-01  -6.3 5.90e+00    -  7.80e-01 4.18e-01f  1
4834  1.1799210e-01 2.57e-01 2.98e-01  -6.3 2.24e+00    -  4.21e-01 1.00e+00h  1
4835  1.0841815e-01 1.01e+00 1.19e+00  -6.3 1.91e+01    -  2.58e-02 2.91e-01h  1
4836  9.2811135e-03 3.35e+00 6.37e-01  -6.3 1.23e+01    -  2.20e-01 8.33e-01h  1
4837 -8.0860621e-04 1.02e+00 6.30e-01  -6.3 3.73e+00    -  5.14e-01 5.25e-01h  1
4838 -2.4349096e-04 1.02e+00 6.26e-01  -6.3 2.43e+00    -  1.49e-04 8.14e-03h  1
4839 -2.6240130e-02 1.20e+00 1.24e+00  -6.3 4.46e+00    -  1.76e-02 2.43e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4840  1.5081851e-02 8.25e-01 8.35e-01  -6.3 2.76e+00    -  1.32e-03 3.18e-01h  1
4841  6.7554348e-02 3.63e-01 1.72e-01  -6.3 1.26e+00    -  5.05e-01 5.52e-01h  1
4842  7.9326439e-02 5.44e-01 1.94e-01  -6.3 6.38e+00    -  3.98e-01 4.12e-01H  1
4843  9.3948631e-02 5.69e-01 7.61e-02  -6.3 2.34e+00    -  1.06e-01 3.58e-01h  1
4844  1.0883177e-01 3.40e-01 1.55e-01  -6.3 9.76e-01    -  4.38e-01 5.00e-01h  2
4845  1.1515490e-01 1.49e-01 2.71e-01  -6.3 1.85e+00    -  2.50e-01 5.00e-01h  2
4846  1.1931602e-01 7.64e-02 1.01e-01  -6.3 7.24e-01    -  8.31e-01 4.96e-01h  2
4847  1.2041149e-01 5.73e-02 6.07e-02  -6.3 2.28e-01    -  1.00e+00 2.50e-01h  3
4848  1.2046029e-01 5.64e-02 5.82e-02  -6.3 2.24e-01    -  1.00e+00 1.56e-02h  7
4849  1.2397149e-01 3.19e-02 3.57e-01  -6.3 8.22e-01    -  6.22e-01 7.59e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4850  1.2500097e-01 1.22e-02 5.14e-02  -6.3 6.82e-01    -  3.25e-03 1.00e+00H  1
4851  1.2425651e-01 1.78e-02 1.65e-01  -6.3 6.84e+00    -  1.90e-01 7.12e-02h  3
4852  1.2374464e-01 3.87e-02 1.44e-01  -6.3 3.26e+00    -  5.27e-01 2.46e-01h  2
4853  1.2363278e-01 3.73e-02 1.14e-01  -6.3 1.72e+00    -  1.00e+00 2.38e-01h  1
4854  1.2390918e-01 2.02e-02 3.89e+01  -6.3 5.93e-01    -  2.72e-06 1.00e+00h  1
4855  1.2005084e-01 1.10e+01 8.43e-01  -6.3 5.75e+00    -  1.20e-01 1.00e+00h  1
4856 -2.1406043e-01 1.46e+00 5.17e-01  -6.3 3.38e+00    -  3.23e-01 1.00e+00h  1
4857 -1.1432143e-01 8.22e-01 6.73e-01  -6.3 2.61e+00    -  1.00e+00 4.53e-01h  1
4858  1.0440888e-01 3.57e-01 3.20e-01  -8.2 1.73e+00    -  7.92e-01 1.00e+00h  1
4859  1.0445201e-01 3.47e-01 3.10e-01  -6.5 1.20e+00    -  1.00e+00 2.88e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
4860  1.1602589e-01 1.42e-01 1.55e-01  -6.5 8.95e-01    -  1.00e+00 1.00e+00h  1
4861  1.2945253e-01 2.29e-03 3.70e-02  -6.5 1.02e-01    -  1.00e+00 1.00e+00h  1
4862  1.2933751e-01 1.08e-03 4.46e-02  -6.5 3.32e-01    -  1.00e+00 1.00e+00h  1
